번호,구분,항목,학교명,주소,위도,경도,우편번호,전화번호,팩스번호,관할교육청,공립사립,사이트,홈페이지
221,초,C,대전새여울초등학교,대전광역시 대덕구  대덕대로 1585(석봉동),36.4516382,127.4228589,34304,042-939-8505,042-939-8599,동부교육청,공립,Y,http://saeyeoules.djsch.kr
222,초,C,대전샘머리초등학교,대전광역시 서구 유등로 879 (둔산동),36.3632206,127.3932818,35205,042-488-8455,042-488-8457,서부교육청,공립,Y,http://sammeories.djsch.kr
225,초,C,대전서부초등학교,대전광역시 서구 동서대로 968 (변동),36.3331629,127.3694495,35343,042-535-1203,042-523-4549,서부교육청,공립,Y,http://djseobues.djsch.kr
226,초,C,대전서원초등학교,대전광역시 서구 문정로 279 (둔산동),36.3594639,127.3941743,35207,042-488-0975,042-486-9554,서부교육청,공립,Y,http://dswes.djsch.kr
228,초,C,대전석교초등학교,대전광역시 중구 대종로204번길 12 (석교동),36.3082273,127.4456738,35036,042-271-6101,042-271-6103,동부교육청,공립,Y,http://seokgyoes.djsch.kr
230,초,C,대전석봉초등학교,대전광역시 대덕구  신탄진남로 20 (신탄진동),36.4469723,127.4346333,34313,042-934-1291,042-933-2583,동부교육청,공립,Y,http://seokbonges.djsch.kr
231,초,C,대전선암초등학교,대전광역시 서구 관저중로 61 (관저동),36.2974922,127.333991,35373,042-542-2224,042-542-2225,서부교육청,공립,Y,http://djsaes.djsch.kr
233,초,C,대전선유초등학교,대전광역시 서구 관저남로 60,36.2984707,127.3360162,35384,042-540-5100,042-540-5199,서부교육청,공립,N,
235,초,C,대전선화초등학교,대전광역시 중구 선화로 159 (선화동),36.3327965,127.4234162,34831,042-257-7507,042-253-1918,동부교육청,공립,Y,http://seonhwaes.djsch.kr
237,초,C,대전성남초등학교,대전광역시 동구 성남로32번길 5 (성남동),36.3436481,127.4295625,34581,042-625-0052,042-628-2787,동부교육청,공립,Y,http://seongnames.djsch.kr
238,초,C,대전성룡초등학교,대전광역시 서구 갈마역로 125 (월평동),36.3619316,127.3735855,35216,042-483-4252,042-483-4254,서부교육청,공립,Y,http://songryonges.djsch.kr
240,초,C,대전성모초등학교,대전광역시 중구 대흥로 62 (대흥동),36.322771,127.4189482,34943,042-253-6488,042-256-6146,동부교육청,사립,Y,http://seongmoes.djsch.kr
242,초,C,대전성천초등학교,대전광역시 서구  갈마역로 139(월평동),36.3632346,127.3735472,35211,042-483-5026,042-483-5027,서부교육청,공립,Y,http://seongchones.djsch.kr
245,초,C,대전송강초등학교,대전광역시 유성구 송강로42번길 6 (송강동),36.4344058,127.3844067,34008,042-934-7322,042-934-7324,서부교육청,공립,Y,http://s-ganges.djsch.kr
247,초,C,대전송림초등학교,대전광역시 유성구 노은로410번길 123-14 (하기동),36.3888182,127.3323123,34094,042-824-3929,042-824-3955,서부교육청,공립,Y,http://djsonglimes.djsch.kr
251,초,C,대전송촌초등학교,대전광역시 대덕구 동춘당로54번길 35 (송촌동),36.3648203,127.4439321,34404,042-621-9042,042-621-9049,동부교육청,공립,Y,http://djsces.djsch.kr
253,초,C,대전수미초등학교,대전광역시 서구  괴곡길 42(괴곡동),36.2946505,127.361413,35416,042-581-5400,042-581-5426,서부교육청,공립,Y,http://sumies.djsch.kr
255,초,C,대전수정초등학교,대전광역시 유성구 노은서로 62 (노은동),36.365839,127.3134736,34145,042-828-5300,042-822-5304,서부교육청,공립,Y,http://dsjes.djsch.kr
258,초,C,대전신계초등학교,대전광역시 서구  복수동로 26(복수동),36.3018897,127.3780576,35412,042-586-5869,042-586-5383,서부교육청,공립,Y,http://djsingyees.djsch.kr
262,초,C,대전신평초등학교,대전광역시 중구 유등천동로 478 (태평동),36.3207211,127.3881032,34885,042-534-9715,042-527-8573,동부교육청,공립,Y,http://sinpyunges.djsch.kr
264,초,C,대전신흥초등학교,대전광역시 동구 신흥초등길 21 (신흥동),36.3258138,127.4403346,34637,042-280-5600,042-283-9471,동부교육청,공립,Y,http://sinheunges.djsch.kr
265,초,C,대전양지초등학교,대전광역시 대덕구  쌍청당로 45(법동),36.3653598,127.433692,34406,042-631-0270,042-634-8763,동부교육청,공립,Y,http://yjes.djsch.kr
267,초,C,대전어은초등학교,대전광역시 유성구  농대로 46 (어은동),36.364846,127.3539032,34140,042-879-0704,042-863-3205,서부교육청,공립,Y,http://eoeunes.djsch.kr
273,초,C,대전오류초등학교,대전광역시 중구 오류로 46 (오류동),36.32519,127.4046841,34907,042-532-5069,042-532-5090,동부교육청,공립,Y,http://djoryues.djsch.kr
274,초,C,대전옥계초등학교,대전광역시 중구 모암로 35 (옥계동),36.3011924,127.4490549,35070,042-272-2665,042-282-9878,동부교육청,공립,Y,http://djokes.djsch.kr
280,초,C,대전용산초등학교,대전광역시 유성구  배울2로 101(용산동),36.4202163,127.3950711,34031,042-934-8120,042-934-8127,서부교육청,공립,Y,http://yongsanes.djsch.kr
283,초,C,대전용운초등학교,대전광역시 동구 용운로 204 (용운동),36.3263105,127.463755,34522,042-284-0993,042-285-0732,동부교육청,공립,Y,http://yoes.djsch.kr
286,초,C,대전용전초등학교,대전광역시 동구 계족로505번길 49 (용전동),36.3562799,127.4304865,34541,042-622-6938,042-621-0317,동부교육청,공립,Y,http://yongjeones.djsch.kr
290,초,C,대전원신흥초등학교,대전광역시 유성구 원신흥로55번길 37 (원신흥동),36.3394066,127.342827,34193,042-826-9813,042-826-9809,서부교육청,공립,Y,http://wonsinhunges.djsch.kr
291,초,C,대전원앙초등학교,대전광역시 서구  관저북로 97(관저동),36.3112431,127.3370243,35358,042-544-8674,042-544-8676,서부교육청,공립,Y,http://wonanges.djsch.kr
293,초,C,대전원평초등학교,대전광역시 중구 계백로1615번길 46 (유천동),36.3216015,127.3996864,34899,042-522-5981,042-523-4985,동부교육청,공립,Y,http://wonpyeonges.djsch.kr
295,초,C,대전월평초등학교,대전광역시 서구  월평서로 22 (월평동),36.3556126,127.3578837,35221,042-483-3765,042-483-3764,서부교육청,공립,Y,http://woalpyeonges.djsch.kr
297,초,C,대전유천초등학교,대전광역시 서구 제비네6길 69 (도마동),36.3148642,127.3756728,35335,042-522-4605,042-527-0901,서부교육청,공립,Y,http://yuchones.djsch.kr
299,초,C,대전유평초등학교,대전광역시 중구 수침로 123 (태평동),36.329963,127.397477,34877,042-530-0600,042-530-0678,동부교육청,공립,Y,http://yupyunges.djsch.kr
302,초,C,대전은어송초등학교,대전광역시 동구 대전로 396 (대성동),36.291461,127.4625852,34696,042-286-0833,042-286-0834,동부교육청,공립,Y,http://euneosonges.djsch.kr
305,초,C,대전자양초등학교,대전광역시 동구 계족로 184-55 (자양동),36.3400053,127.4481813,34609,042-620-3800,042-620-3838,동부교육청,공립,Y,http://jayanges.djsch.kr
308,초,C,대전자운초등학교,대전광역시 유성구 자운로97번길 380 (신봉동),36.4121815,127.3382538,34059,042-862-6472,042-862-6474,서부교육청,공립,Y,http://jaunes.djsch.kr
310,초,C,대전장대초등학교,대전광역시 유성구 문화원로19번길 16 (장대동),36.3617242,127.3395827,34166,042-824-0490,042-824-0498,서부교육청,공립,Y,http://djjdes.djsch.kr
314,초,C,대전전민초등학교,대전광역시 유성구 엑스포로466번길 42 (전민동),36.3984983,127.4069237,34049,042-864-5492,042-864-5494,서부교육청,공립,Y,http://jeonmines.djsch.kr
317,초,C,대전정림초등학교,대전광역시 서구  정림로 32(정림동),36.303648,127.3665528,35396,042-585-0900,042-585-3812,서부교육청,공립,Y,http://jeonglimes.djsch.kr
319,초,C,대전죽동초등학교,대전광역시 유성구 죽동로 52 (죽동),36.3770612,127.3328339,34127,042-820-3300,042-820-3399,서부교육청,공립,Y,http://jukdonges.djsch.kr
321,초,C,대전중리초등학교,대전광역시 대덕구  중리북로 20(법동),36.3678159,127.4271184,34386,042-621-9442,042-627-3804,동부교육청,공립,Y,http://jungries.djsch.kr
326,초,C,대전중앙초등학교,대전광역시 중구 선화로43번길 99 (선화동),36.3310809,127.4144267,34849,042-221-0305,042-221-0303,동부교육청,공립,Y,http://jaes.djsch.kr
327,초,C,대전중원초등학교,대전광역시 대덕구 중리로64번길 45 (중리동),36.3656638,127.4275041,34389,042-717-7200,042-624-8241,동부교육청,공립,Y,http://djjwes.djsch.kr
328,초,C,대전중촌초등학교,대전광역시 중구 대종로 684 (중촌동),36.3411357,127.4113504,34803,042-256-6980,042-256-3986,동부교육청,공립,Y,http://jungchones.djsch.kr
332,초,C,대전지족초등학교,대전광역시 유성구  노은서로 238 (지족동),36.3805992,127.3173585,34080,042-476-3144,042-476-3148,서부교육청,공립,Y,http://jijokes.djsch.kr
334,초,C,대전천동초등학교,대전광역시 동구 천동초등동길 60 (천동),36.315909,127.4455571,34684,042-273-4321,042-283-4435,동부교육청,공립,Y,http://chdes.djsch.kr
338,초,C,대전탄방초등학교,대전광역시 서구  탄방로 15(탄방동),36.3459363,127.3910094,35256,042-486-7602,042-486-3127,서부교육청,공립,Y,http://tanbanges.djsch.kr
340,초,C,대전태평초등학교,대전광역시 중구 유천로 117 (태평동),36.3229032,127.3950956,34886,042-527-7062,042-527-0866,동부교육청,공립,Y,http://tpes.djsch.kr
341,초,C,대전판암초등학교,대전광역시 동구 옥천로180번길 32 (판암동),36.3152631,127.4607737,34676,042-281-5200,042-283-8872,동부교육청,공립,Y,http://panames.djsch.kr
345,초,C,대전하기초등학교,대전광역시 유성구  송림로19번길 32 (하기동),36.3888161,127.3216884,34061,042-824-8094,042-824-8098,서부교육청,공립,Y,http://hagies.djsch.kr
349,초,C,대전현암초등학교,대전광역시 동구 현암로 19 (삼성동),36.3418804,127.4203113,34567,042-625-2723,042-623-3070,동부교육청,공립,Y,http://hyeonames.djsch.kr
352,초,C,대전화정초등학교,대전광역시 대덕구 한밭대로1024번길 20 (오정동),36.357206,127.4119948,34437,042-627-6177,042-627-0210,동부교육청,공립,Y,http://hjes.djsch.kr
354,초,C,대전흥룡초등학교,대전광역시 동구 동대전로256번길 21 (가양동),36.3453579,127.4478138,34508,042-623-2645,042-626-8207,동부교육청,공립,Y,http://heungryonges.djsch.kr
355,초,C,덕송초등학교,대전광역시 유성구  현충원로 265 (덕명동),36.3613582,127.3016838,34151,042-822-1708,042-825-4404,서부교육청,공립,Y,http://deoksonges.djsch.kr
363,초,C,동대전초등학교,대전광역시 동구 비래서로62번길 60 (가양동),36.3519446,127.4492714,34531,042-624-1014,042-633-5956,동부교육청,공립,Y,http://ddjes.djsch.kr
365,초,C,동명초등학교,대전광역시 동구 천개동로 16 (추동),36.3741268,127.474439,34500,042-274-2044,042-274-1800,동부교육청,공립,Y,http://djdmes.djsch.kr
387,초,C,문지초등학교,대전광역시 유성구  전민로 41(문지동),36.3959197,127.3994966,34053,042-861-4173,042-862-5476,서부교육청,공립,Y,http://munjies.djsch.kr
400,초,C,봉암초등학교,대전광역시 유성구  궁동로 21 (궁동),36.3641745,127.3475817,34137,042-822-2192,042-822-8076,서부교육청,공립,Y,http://bongames.djsch.kr
406,초,C,산내초등학교,대전광역시 동구 산내로 1292 (낭월동),36.2792377,127.469951,34703,042-273-2301,042-272-0233,동부교육청,공립,Y,http://djsnes.djsch.kr
408,초,C,산서초등학교,대전광역시 중구 남달미로 87 (목달동),36.2670647,127.4094249,35086,042-285-7221,042-285-4649,동부교육청,공립,Y,http://djsanseoes.djsch.kr
410,초,C,산흥초등학교,대전광역시 동구 산내로 509 (상소동),36.2294309,127.4562254,34712,042-274-7222,042-273-6883,동부교육청,공립,Y,http://sanheunges.djsch.kr
419,초,C,새일초등학교,대전광역시 대덕구 덕암로125번길 15 (덕암동),36.4316916,127.4195495,34333,042-931-1414,042-931-1415,동부교육청,공립,Y,http://saeiles.djsch.kr
425,초,C,서대전초등학교,대전광역시 중구 선화로 17 (용두동),36.3266915,127.410676,34858,042-255-9937,042-255-4582,동부교육청,공립,Y,http://sdjes.djsch.kr
437,초,C,세천초등학교,대전광역시 동구 옥천로 610-12 (세천동),36.3394118,127.4939028,34501,042-273-4921,042-274-4921,동부교육청,공립,Y,http://secheones.djsch.kr
448,초,C,신탄진용정초등학교,대전광역시 대덕구 대청로 65 (신탄진동),36.4539743,127.4358464,34307,042-932-0183,042-933-6463,동부교육청,공립,Y,http://stj-yongjeonges.djsch.kr
451,초,C,신탄진초등학교,대전광역시 대덕구 석봉로3번길 50 (석봉동),36.449216,127.4223227,34317,042-366-3213,042-366-3214,동부교육청,공립,Y,http://sintanjines.djsch.kr
467,초,C,와동초등학교,대전광역시 대덕구 신탄진로 189 (신대동),36.3999977,127.4204553,34349,042-627-6566,042-627-6568,동부교육청,공립,Y,http://djwadonges.djsch.kr
469,초,C,외삼초등학교,대전광역시 유성구  반석동로 63 (반석동),36.3927409,127.3105094,34069,042-824-2240,042-824-2241,서부교육청,공립,Y,http://oesames.djsch.kr
481,초,C,유성초등학교,대전광역시 유성구 장대로71번길 12 (장대동),36.3623719,127.3333651,34164,042-822-0311,042-825-3647,서부교육청,공립,Y,http://yuseonges.djsch.kr
489,초,C,장동초등학교,대전광역시 대덕구 장동로 223-37 (장동),36.4149996,127.4356646,34345,042-623-3004,042-626-5670,동부교육청,공립,Y,http://jdes.djsch.kr
500,초,C,진잠초등학교,대전광역시 유성구 진잠로59번길 53 (원내동),36.2991404,127.3149893,34229,042-543-3073,042-543-5097,서부교육청,공립,Y,http://jinjames.djsch.kr
533,초,C,학하초등학교,대전광역시 유성구  진잠옛로 165 (학하동),36.3345274,127.3120909,34212,042-825-0525,042-825-0528,서부교육청,공립,Y,http://hakhaes.djsch.kr
539,초,C,한밭초등학교,대전광역시 서구  문정로 221 (둔산동),36.3544859,127.3942853,35247,042-486-9197,042-486-9194,서부교육청,공립,Y,http://hanbates.djsch.kr
559,초,C,회덕초등학교,대전광역시 대덕구  대전로 1350 (읍내동),36.3748114,127.4217054,34360,042-632-9156,042-632-9159,동부교육청,공립,Y,http://hoedeokes.djsch.kr
561,초,C,흥도초등학교,대전광역시 유성구  원신흥남로 20 (원신흥동),36.3340797,127.3387187,34195,042-822-3368,042-823-8945,서부교육청,공립,Y,http://heungdoes.djsch.kr
55,특수,T,대전가원학교,대전광역시 서구 계백로 1095 (가수원동),36.304354,127.3456819,35366,042-545-7788,042-545-8620,시교육청,공립,Y,http://gawonsc.djsch.kr
158,특수,T,대전맹학교,대전광역시 동구 은어송로 95 (가오동),36.3092037,127.4591207,34680,042-280-3501,042-285-5010,시교육청,공립,Y,http://blsc.djsch.kr
241,특수,T,대전성세재활학교,대전광역시 유성구 유성대로298번길 175 (용계동),36.3213718,127.321056,34218,042-540-3400,042-540-3499,시교육청,사립,Y,http://sungsesc.djsch.kr
288,특수,T,대전원명학교,대전광역시 대덕구 대화1길 2 (대화동),36.3657293,127.4131364,34371,042-620-8611,042-621-5075,시교육청,사립,Y,http://wonmyeongsc.djsch.kr
348,특수,T,대전해든학교,대전광역시 대덕구 대청로 232,36.4475715,127.4498534,34315,042-939-8300,042-932-8994,동부교육청,공립,Y,https://haedeunsc.djsch.kr/main.do
351,특수,T,대전혜광학교,대전광역시 동구 은어송로 111 (가오동),36.3092037,127.4591207,34680,042-285-0251,042-285-0255,시교육청,공립,Y,http://hyekwangsc.djsch.kr
